date,latitude,longitude,temperature,humidity,wind_speed,solar_radiation,heatwave,temperature_previous_day,temperature_3day_avg,temperature_7day_avg
2023-02-17,27.1328202293984,80.66002604132692,36.29,71.36,7.1,518.91,0,28.7,30.796666666666667,29.681428571428572
2023-02-18,26.978550559690472,80.91386083394784,32.72,52.04,9.48,650.31,0,36.29,32.57,29.804285714285715
2023-02-19,27.493364286878293,80.37488391609604,22.18,51.36,10.77,576.96,0,32.72,30.396666666666665,28.627142857142854
2023-02-20,26.77178690616985,80.88845095844877,32.62,55.87,10.05,517.0,0,22.18,29.173333333333332,29.07428571428571
2023-02-21,26.72773912135863,81.53151455800482,29.07,25.47,9.27,618.13,0,32.62,27.956666666666667,29.854285714285716
2023-02-22,26.84320313793929,80.95731027090359,27.62,37.27,10.67,686.82,0,29.07,29.77,29.885714285714283
2023-02-23,26.743887076008004,81.03074531700155,34.06,80.5,10.92,586.94,0,27.62,30.25,30.65142857142857
2023-02-24,27.12997966567972,80.5089423321896,36.15,84.67,11.46,521.24,0,34.06,32.61000000000001,30.631428571428568
2023-02-25,26.2842912870472,80.73427350718619,35.66,56.26,9.62,362.58,0,36.15,35.29,31.05142857142857
2023-02-26,26.481211153298776,80.81868126688663,26.8,68.65,7.58,392.19,0,35.66,32.87,31.711428571428574
2023-02-27,26.476268977447283,80.83879971613533,29.45,64.67,8.37,483.37,0,26.8,30.636666666666667,31.25857142857143
2023-02-28,27.182607657190754,81.39857532825133,32.66,95.0,11.02,446.86,0,29.45,29.636666666666667,31.771428571428572
2023-03-01,27.448714680403675,81.1451918712538,35.88,76.79,5.96,497.56,0,32.66,32.663333333333334,32.95142857142857
2023-03-02,26.813442773511888,80.56098971507204,28.6,58.08,8.92,526.8,0,35.88,32.38,32.17142857142857
2023-03-03,26.7909123968835,81.03627667245121,30.07,45.67,7.02,583.56,0,28.6,31.51666666666667,31.302857142857142
2023-03-04,26.874518257089616,81.12437761197388,25.47,35.9,8.07,511.54,0,30.07,28.046666666666667,29.84714285714286
2023-03-05,27.25665740591287,81.34905216348244,25.02,63.05,11.2,578.38,0,25.47,26.853333333333335,29.592857142857145
2023-03-06,26.5254264030333,81.50318924029894,35.06,48.65,8.48,527.74,0,25.02,28.51666666666667,30.39428571428571
2023-03-07,26.933429143957177,80.59471703286025,37.78,38.67,8.12,282.94,0,35.06,32.620000000000005,31.125714285714285
2023-03-08,27.191319170423853,80.66619987107639,30.64,50.3,4.6,407.28,0,37.78,34.49333333333334,30.37714285714286
2023-03-09,27.025382959478947,80.50984774937989,36.02,43.78,9.87,502.71,0,30.64,34.81333333333334,31.437142857142856
2023-03-10,26.91635356580956,80.86809304931256,32.81,85.31,9.61,374.84,0,36.02,33.15666666666667,31.82857142857143
2023-03-11,27.2003661323985,81.11322543105622,27.77,73.22,13.41,591.99,0,32.81,32.2,32.15714285714286
2023-03-12,25.903868697450267,81.2955670808062,32.81,59.88,7.23,703.69,0,27.77,31.130000000000006,33.269999999999996
2023-03-13,27.08725636183582,80.92341714172512,38.69,82.2,8.55,666.25,0,32.81,33.09,33.78857142857142
2023-03-14,26.621073510905404,80.8380533668608,30.82,61.16,8.62,494.39,0,38.69,34.10666666666667,32.79428571428572
2023-03-15,26.20927848610024,81.00311529728707,38.82,47.08,11.94,698.89,0,30.82,36.11000000000001,33.962857142857146
2023-03-16,27.028920909833744,80.6576999844295,17.9,82.85,7.76,537.84,0,38.82,29.180000000000003,31.374285714285715
2023-03-17,27.33078049080704,81.68133855259317,35.11,68.08,8.7,479.55,0,17.9,30.610000000000003,31.70285714285714
2023-03-18,26.80189301988031,80.38731864050868,31.44,44.44,9.52,446.39,0,35.11,28.150000000000002,32.22714285714286
2023-03-19,27.18350609152103,81.0146592026135,29.5,57.14,8.47,483.7,0,31.44,32.01666666666667,31.75428571428571
2023-03-20,27.414297390296028,81.65826217673037,31.46,46.87,6.88,473.42,0,29.5,30.8,30.721428571428568
2023-03-21,27.310220058754417,80.95237994559601,21.06,39.26,8.49,540.45,0,31.46,27.340000000000003,29.327142857142857
2023-03-22,27.42398758527999,80.88348633774947,29.9,73.89,10.68,539.27,0,21.06,27.47333333333334,28.052857142857142
2023-03-23,27.10974462187516,80.82489410201636,32.79,88.64,5.43,520.37,0,29.9,27.916666666666668,30.18
2023-03-24,26.87640177361556,80.88686291138316,38.39,39.02,8.33,572.43,0,32.79,33.693333333333335,30.648571428571433
2023-03-25,26.289311965835992,81.43049696613679,28.41,68.44,6.25,662.88,0,38.39,33.196666666666665,30.215714285714288
2023-03-26,26.76387812915452,80.17584833103467,26.96,50.24,10.99,633.95,0,28.41,31.253333333333334,29.852857142857143
2023-03-27,26.554863691639333,81.48670179545371,28.49,52.69,4.19,341.81,0,26.96,27.953333333333337,29.428571428571427
2023-03-28,27.60982995112424,80.45161499664245,35.58,51.11,6.6,213.53,0,28.49,30.343333333333334,31.502857142857142
2023-03-29,26.788439965648685,80.85667168476796,32.64,47.04,8.94,632.12,0,35.58,32.23666666666667,31.89428571428571
2023-03-30,26.89312168237457,80.79976445289547,28.35,60.73,11.91,355.97,0,32.64,32.190000000000005,31.259999999999998
2023-03-31,27.043019881614164,81.15599364441975,33.57,47.54,7.84,493.03,0,28.35,31.52,30.571428571428573
2023-04-01,26.86526085623036,80.39065647684069,31.49,64.06,6.61,379.59,0,33.57,31.13666666666667,31.01142857142857
2023-04-02,27.44326786415077,81.11176043312868,35.84,59.25,12.7,303.76,0,31.49,33.63333333333333,32.28
2023-04-03,26.632072723392945,81.65850836815041,27.49,56.42,4.38,584.98,0,35.84,31.60666666666667,32.137142857142855
2023-04-04,26.91811260933304,80.47288909839251,29.36,46.39,2.5,611.1,0,27.49,30.896666666666672,31.248571428571427
2023-04-05,26.590135295005684,81.01639715866364,29.04,51.35,9.1,450.82,0,29.36,28.630000000000006,30.73428571428571
2023-04-06,26.38799212107276,80.71830623777119,23.68,71.33,6.74,209.07,0,29.04,27.360000000000003,30.06714285714286
2023-04-07,26.63588081818315,81.09906052216756,32.48,67.51,5.45,454.45,0,23.68,28.400000000000006,29.91142857142857
2023-04-08,26.837037121033056,80.95670172209552,32.31,45.34,9.77,567.02,0,32.48,29.490000000000006,30.02857142857143
2023-04-09,26.69974422141896,80.72547958183449,31.03,61.49,8.61,342.53,0,32.31,31.94000000000001,29.34142857142857
2023-04-10,26.607652657044152,81.12075529970488,29.83,71.27,6.59,542.0,0,31.03,31.056666666666672,29.675714285714285
2023-04-11,26.35778888771486,81.58152183842536,23.92,34.96,4.8,518.16,0,29.83,28.260000000000005,28.898571428571433
2023-04-12,26.82091304957996,80.88318367289544,28.9,68.15,10.18,589.51,0,23.92,27.55,28.87857142857143
2023-04-13,26.32334786908915,81.20191527975187,29.29,50.06,9.63,534.35,0,28.9,27.370000000000005,29.68
2023-04-14,27.11601958729136,80.4973544647451,26.99,68.56,7.75,403.23,0,29.29,28.393333333333334,28.895714285714284
2023-04-15,26.87885391352708,80.6152472681137,30.19,48.55,12.62,663.59,0,26.99,28.823333333333338,28.592857142857138
2023-04-16,26.339856975187278,81.11534219725813,33.02,32.93,5.32,500.98,0,30.19,30.066666666666674,28.87714285714286
2023-04-17,26.74177682303255,81.46944060998759,40.43,35.59,4.19,516.72,0,33.02,34.546666666666674,30.391428571428573
2023-04-18,26.586745258043297,81.07446467207498,31.87,60.72,6.27,408.01,0,40.43,35.106666666666676,31.527142857142856
2023-04-19,26.961711078646715,80.84042968931689,32.29,63.9,7.89,466.81,0,31.87,34.86333333333334,32.011428571428574
2023-04-20,27.319157656108104,80.94975199189818,30.63,46.44,8.61,413.82,0,32.29,31.596666666666675,32.20285714285715
2023-04-21,26.19368963562399,80.5123572931106,21.41,69.58,7.4,499.25,0,30.63,28.110000000000003,31.405714285714286
2023-04-22,26.8902591277016,81.16158036422438,30.87,35.08,8.88,725.41,0,21.41,27.63666666666667,31.502857142857145
2023-04-23,26.79395352155168,81.2588165718132,31.3,59.01,4.87,355.37,0,30.87,27.860000000000003,31.25714285714286
2023-04-24,27.084969026757665,80.79176838350843,43.32,41.83,11.61,326.37,0,31.3,35.163333333333334,31.669999999999998
2023-04-25,26.924618819883197,80.78548524828417,30.04,50.22,7.79,696.54,0,43.32,34.88666666666667,31.408571428571427
2023-04-26,26.58681073389141,81.04305738037822,32.51,60.71,10.79,494.88,0,30.04,35.29,31.439999999999998
2023-04-27,26.738331122516684,80.7971480923858,30.83,47.09,8.86,439.71,0,32.51,31.12666666666667,31.46857142857143
2023-04-28,26.57139095011878,80.92685358488096,25.16,54.23,9.14,644.79,0,30.83,29.500000000000004,32.004285714285714
2023-04-29,27.22660249850951,81.68490262620828,36.71,75.09,9.42,447.33,0,25.16,30.900000000000006,32.83857142857143
2023-04-30,26.85745907703518,80.8635410047389,34.76,51.35,9.12,739.12,0,36.71,32.21,33.332857142857144
2023-05-01,27.515416740013556,80.82458094679258,34.96,72.54,9.61,601.35,0,34.76,35.47666666666667,32.13857142857143
2023-05-02,26.828768715164884,80.7233603680277,26.45,43.05,11.32,461.45,0,34.96,32.056666666666665,31.625714285714285
2023-05-03,26.60205763158134,81.21046719002499,38.01,67.95,8.49,778.88,0,26.45,33.14000000000001,32.41142857142857
2023-05-04,26.320199962585512,80.88657153937366,23.99,81.62,9.77,447.31,0,38.01,29.483333333333334,31.434285714285714
2023-05-05,26.21890111331042,80.72271943658751,33.93,22.93,7.78,609.05,0,23.99,31.97666666666667,32.68714285714286
2023-05-06,26.29555241994808,81.41245641129555,41.95,48.05,11.6,555.92,0,33.93,33.29,33.43571428571429
2023-05-07,26.94349432785402,81.44686105157977,26.05,68.66,6.31,676.21,0,41.95,33.97666666666667,32.191428571428574
2023-05-08,27.02805375813048,80.73985175199145,28.17,56.95,12.5,707.38,0,26.05,32.056666666666665,31.22142857142857
2023-05-09,26.296583254288755,80.29671101702378,31.5,65.57,7.9,523.84,0,28.17,28.573333333333334,31.942857142857147
2023-05-10,27.163263409926643,81.30262979144293,28.48,50.94,4.42,429.59,0,31.5,29.383333333333336,30.581428571428575
2023-05-11,26.6809286319108,80.710379560984,23.25,61.3,8.32,575.2,0,28.48,27.743333333333336,30.475714285714286
2023-05-12,26.901377554194944,81.22671895970697,31.34,57.66,6.3,438.67,0,23.25,27.69,30.10571428571429
2023-05-13,27.4142772198894,80.26046366380086,25.69,77.52,10.1,761.61,0,31.34,26.76,27.782857142857146
2023-05-14,27.163893760552934,81.26240906840476,33.37,63.82,6.37,536.38,0,25.69,30.133333333333336,28.82857142857143
2023-05-15,26.75601427323296,80.52608982475174,26.4,65.06,6.88,476.16,0,33.37,28.486666666666665,28.57571428571428
2023-05-16,26.53808272110465,81.20576744167329,38.75,53.82,3.28,542.16,0,26.4,32.839999999999996,29.61142857142857
2023-05-17,26.096864609534745,80.95499557374275,27.08,52.69,6.87,358.34,0,38.75,30.743333333333336,29.41142857142857
2023-05-18,26.598296338265158,80.61612120321118,29.39,53.51,1.94,403.41,0,27.08,31.74,30.288571428571426
2023-05-19,26.77610441641031,80.80753729047564,35.07,65.92,4.04,664.05,0,29.39,30.513333333333332,30.821428571428573
2023-05-20,26.504487165497085,81.19021145993484,24.85,53.69,9.9,441.17,0,35.07,29.77,30.701428571428572
2023-05-21,26.804060061517696,80.98706305859034,32.14,64.35,9.96,394.37,0,24.85,30.686666666666667,30.525714285714287
2023-05-22,26.87689815903557,81.15454454316537,37.54,91.13,9.06,584.4,0,32.14,31.51,32.11714285714286
2023-05-23,26.77130040636717,81.64175420458042,22.96,73.07,5.58,662.28,0,37.54,30.880000000000006,29.86142857142857
2023-05-24,26.622499096711792,80.40251543590114,31.92,55.11,7.88,606.27,0,22.96,30.80666666666667,30.552857142857142
2023-05-25,26.909029135188355,81.51602440123902,32.3,78.02,7.99,639.53,0,31.92,29.060000000000002,30.968571428571433
2023-05-26,27.004679227349296,80.98652457813313,34.91,53.88,5.1,429.18,0,32.3,33.04333333333333,30.945714285714285
2023-05-27,26.46836032289501,80.63542558308691,24.82,29.43,11.76,349.38,0,34.91,30.676666666666666,30.94142857142857
2023-05-28,27.343826332911195,80.48439023099135,24.4,44.88,10.19,700.16,0,24.82,28.043333333333333,29.835714285714282
2023-05-29,26.81549415370051,80.88380786322804,33.61,31.94,7.45,481.28,0,24.4,27.61,29.274285714285714
2023-05-30,26.856597368030695,81.27257753917357,32.48,54.73,8.07,489.9,0,33.61,30.16333333333333,30.63428571428571
2023-05-31,27.0978750481398,80.90535780786787,32.25,60.28,8.52,679.38,0,32.48,32.78,30.68142857142857
2023-06-01,26.931625645942223,81.47890422558658,32.73,85.15,2.9,586.75,0,32.25,32.48666666666666,30.74285714285714
2023-06-02,27.18359782186964,80.44208850848196,27.6,64.9,7.38,574.71,0,32.73,30.86,29.69857142857143
2023-06-03,26.95049345782064,80.94576886825388,32.16,56.71,6.3,779.8,0,27.6,30.83,30.747142857142855
2023-06-04,26.63564691887585,80.5116622944554,32.47,72.44,5.5,442.78,0,32.16,30.74333333333333,31.9
2023-06-05,26.97652623382214,81.07727115891875,27.43,26.83,7.3,631.34,0,32.47,30.686666666666667,31.017142857142858
2023-06-06,26.44969582743777,81.26041058653406,40.33,63.53,12.49,526.84,0,27.43,33.41,32.13857142857143
2023-06-07,26.887995897021785,80.80273337221163,33.37,71.56,9.6,552.23,0,40.33,33.71,32.29857142857143
2023-06-08,26.83836950327444,80.0385251501805,25.04,37.82,6.57,703.42,0,33.37,32.91333333333333,31.2
2023-06-09,26.777159099954613,81.01963185137878,34.28,77.16,9.43,580.94,0,25.04,30.896666666666665,32.15428571428571
2023-06-10,26.80501187099637,81.10285849310674,26.13,65.08,11.5,584.6,0,34.28,28.483333333333334,31.29285714285714
2023-06-11,26.19135283407583,81.0915031642366,34.94,53.77,10.31,648.7,0,26.13,31.78333333333333,31.645714285714284
2023-06-12,26.657946282290663,81.38252376713776,36.79,69.49,8.15,476.21,0,34.94,32.62,32.982857142857135
2023-06-13,26.88249571539939,80.57513121212284,26.9,94.06,6.38,419.29,0,36.79,32.876666666666665,31.064285714285713
2023-06-14,26.90594973719909,81.18807563690766,35.82,62.73,9.75,394.62,0,26.9,33.17,31.41428571428571
2023-06-15,26.49031370067592,81.3673776293673,33.06,63.72,8.98,284.04,0,35.82,31.926666666666666,32.559999999999995
2023-06-16,27.29299774430265,80.32749434559773,35.11,53.11,10.24,766.74,0,33.06,34.663333333333334,32.67857142857143
2023-06-17,26.546838803124928,81.06187813907164,40.48,47.25,9.59,387.61,0,35.11,36.21666666666667,34.72857142857143
2023-06-18,27.18931002018436,80.77353705914732,29.77,72.46,10.62,493.45,0,40.48,35.12,33.99
2023-06-19,26.99951802665509,80.92146706441443,27.23,47.16,6.66,486.78,0,29.77,32.49333333333333,32.62428571428571
2023-06-20,26.62382044155467,81.07168676923843,26.55,61.07,11.29,556.89,0,27.23,27.850000000000005,32.574285714285715
2023-06-21,27.47135881241333,80.77947000256026,26.92,52.84,8.49,617.89,0,26.55,26.900000000000006,31.302857142857142
2023-06-22,26.432227108885236,80.71350217229345,30.61,67.18,13.19,623.26,0,26.92,28.02666666666667,30.952857142857145
2023-06-23,27.1717039607635,80.96195334612081,32.71,65.0,6.28,450.03,0,30.61,30.080000000000002,30.609999999999996
2023-06-24,27.200203811315045,80.56946392139803,32.38,75.56,12.34,499.95,0,32.71,31.900000000000006,29.452857142857145
2023-06-25,26.615282926823177,80.56996120489019,35.14,52.35,8.49,553.91,0,32.38,33.410000000000004,30.22
2023-06-26,27.33736285502252,81.18778064903478,31.07,55.95,6.37,490.16,0,35.14,32.86333333333334,30.768571428571427
2023-06-27,26.76248371989037,80.54792208769447,38.27,45.32,6.79,712.88,0,31.07,34.826666666666675,32.44285714285714
2023-06-28,26.951042770247952,81.18320937531823,29.68,53.34,7.2,578.92,0,38.27,33.00666666666667,32.83714285714286
2023-06-29,26.94111264356993,81.11190695249888,44.6,65.66,9.06,608.19,0,29.68,37.51666666666667,34.83571428571428
2023-06-30,26.80299194048531,80.34596764492329,34.13,71.35,9.31,599.55,0,44.6,36.13666666666666,35.03857142857142
2023-07-01,27.133782895605925,80.71285237168253,26.71,46.17,6.57,660.82,0,34.13,35.14666666666667,34.22857142857143
2023-07-02,27.12772105219328,81.36793829106658,25.65,73.04,7.94,541.72,0,26.71,28.830000000000002,32.87285714285714
2023-07-03,26.23801380936664,80.60659206410111,33.41,80.33,13.36,364.38,0,25.65,28.59,33.20714285714286
2023-07-04,27.30651908500736,80.78745850819172,29.88,66.2,12.32,567.96,0,33.41,29.646666666666665,32.00857142857143
2023-07-05,26.268127804187515,81.11172131263817,34.57,88.15,9.09,441.84,0,29.88,32.62,32.707142857142856
2023-07-06,27.21139117151958,81.22418667824891,33.37,48.39,8.1,456.57,0,34.57,32.60666666666666,31.102857142857143
2023-07-07,27.24434679788965,80.86196138988443,30.64,41.33,8.3,590.36,0,33.37,32.86,30.604285714285712
2023-07-08,26.46816174942468,80.74087143185793,26.77,33.32,9.53,668.59,0,30.64,30.259999999999994,30.61285714285714
2023-07-09,26.70621499921589,81.44782945159449,23.43,82.44,5.44,522.55,0,26.77,26.946666666666662,30.295714285714286
2023-07-10,26.463003366029923,81.55861488232915,28.77,69.82,7.36,557.06,0,23.43,26.323333333333334,29.632857142857144
2023-07-11,26.774777639398945,81.29260031777363,35.28,59.17,3.83,724.27,0,28.77,29.159999999999997,30.404285714285717
2023-07-12,26.74218800053499,80.97986134989776,32.07,64.2,9.0,548.89,0,35.28,32.04,30.047142857142855
2023-07-13,27.122881186294272,80.66710699742568,24.77,43.12,9.62,832.2,0,32.07,30.706666666666663,28.81857142857143
2023-07-14,27.308608061141864,80.6593444577052,31.87,95.0,6.79,587.86,0,24.77,29.569999999999997,28.994285714285713
2023-07-15,27.338489333776486,81.13287993684301,32.93,61.94,11.93,308.71,0,31.87,29.856666666666666,29.874285714285715
2023-07-16,26.6532411906976,81.09643937731104,26.58,61.64,4.94,610.4,0,32.93,30.459999999999997,30.324285714285715
2023-07-17,26.776772344189418,81.44055950753125,31.77,70.89,4.34,565.74,0,26.58,30.426666666666662,30.752857142857142
2023-07-18,26.26079663272267,81.17765753238766,31.29,67.22,8.56,674.77,0,31.77,29.879999999999995,30.18285714285714
2023-07-19,26.567945476726337,80.42392189438407,25.29,63.36,10.62,600.78,0,31.29,29.45,29.214285714285715
2023-07-20,27.187698071584112,81.31818166620302,32.79,48.14,12.21,503.39,0,25.29,29.789999999999996,30.359999999999996
2023-07-21,27.41545398824188,80.60067878043996,33.8,67.07,6.85,373.08,0,32.79,30.62666666666666,30.635714285714283
2023-07-22,26.41797789484203,80.81561005481667,36.42,88.23,10.7,494.92,0,33.8,34.336666666666666,31.134285714285713
2023-07-23,26.642637509296488,81.03757007218809,36.27,80.18,7.9,417.94,0,36.42,35.49666666666666,32.51857142857143
2023-07-24,26.84075798506438,81.64848362142439,24.11,83.9,7.57,450.34,0,36.27,32.26666666666666,31.424285714285713
2023-07-25,26.948056405586865,82.03847149460188,26.31,52.33,10.21,590.63,0,24.11,28.89666666666666,30.71285714285714
2023-07-26,26.566638768027424,81.16235307069766,33.58,45.16,9.63,720.39,0,26.31,27.99999999999999,31.897142857142853
2023-07-27,26.998421365562432,80.88588118344786,33.57,58.11,4.06,567.36,0,33.58,31.153333333333325,32.00857142857143
2023-07-28,26.684156228525183,81.13707697696819,33.58,60.84,11.69,376.49,0,33.57,33.57666666666666,31.977142857142855
2023-07-29,26.844941705192603,81.26067939905585,50.26,76.41,11.45,573.35,0,33.58,39.136666666666656,33.95428571428572
2023-07-30,27.041199486801297,80.83776633105498,33.85,34.61,6.44,663.6,0,50.26,39.23,33.60857142857143
2023-07-31,26.85224779443383,81.57832397456932,36.68,82.94,8.99,446.83,0,33.85,40.26333333333333,35.40428571428571
2023-08-01,26.6972649383157,81.03052476571699,35.77,57.63,9.24,503.92,0,36.68,35.43333333333333,36.75571428571429
2023-08-02,26.81163656862596,81.12421008118199,34.26,53.6,8.65,521.76,0,35.77,35.56999999999999,36.85285714285715
2023-08-03,26.81907296427813,81.18307348821907,29.42,44.82,6.62,425.81,0,34.26,33.15,36.26
2023-08-04,26.720496139541257,81.09755531371506,34.79,35.18,6.32,597.79,0,29.42,32.82333333333332,36.432857142857145
2023-08-05,26.75942137806652,81.24362917516437,27.14,72.35,7.94,505.49,0,34.79,30.45,33.13
2023-08-06,27.40952650967665,80.73396138470858,29.82,61.1,10.93,570.34,0,27.14,30.583333333333325,32.55428571428571
2023-08-07,27.046321806779435,80.7545943861189,28.57,40.65,9.36,413.5,0,29.82,28.50999999999999,31.395714285714284
2023-08-08,26.7465818886898,80.5649460184599,31.41,40.57,7.07,467.51,0,28.57,29.933333333333326,30.77285714285714
2023-08-09,27.09393404157876,81.10382543071708,42.57,54.96,9.93,606.69,0,31.41,34.18333333333333,31.959999999999997
2023-08-10,26.7331631785854,81.22262777622925,21.66,85.04,0.88,475.26,0,42.57,31.879999999999995,30.851428571428574
2023-08-11,27.260593623155327,81.11022050315316,34.43,56.11,10.87,727.24,0,21.66,32.886666666666656,30.800000000000004
2023-08-12,26.97937476726933,81.53607235167163,22.94,37.45,3.65,472.04,0,34.43,26.343333333333323,30.2
2023-08-13,26.81244424959852,80.94804139340984,28.64,56.31,7.09,546.96,0,22.94,28.66999999999999,30.03142857142857
2023-08-14,27.0067009240336,81.18405957945738,36.44,55.91,5.2,631.91,0,28.64,29.33999999999999,31.155714285714286
2023-08-15,26.300193346776027,80.56790469335124,31.32,19.55,4.76,349.8,0,36.44,32.133333333333326,31.142857142857142
2023-08-16,26.45563138588157,80.81451510413396,25.61,59.19,10.9,308.7,0,31.32,31.123333333333324,28.720000000000002
2023-08-17,26.432126247760333,81.19343821514802,27.42,56.54,6.83,336.92,0,25.61,28.116666666666656,29.54285714285714
2023-08-18,26.900030083167294,81.24718573876011,34.4,70.44,8.87,671.51,0,27.42,29.143333333333327,29.53857142857143
2023-08-19,27.456380249819784,80.84711156831754,27.35,87.73,7.88,453.78,0,34.4,29.723333333333326,30.168571428571425
2023-08-20,27.630955051167422,80.92494026184968,32.08,76.9,9.19,826.98,0,27.35,31.276666666666657,30.66
2023-08-21,27.073317885504267,80.41874418866172,31.23,55.97,8.19,452.29,0,32.08,30.219999999999988,29.915714285714284
2023-08-22,27.02529556623056,80.82503977971768,27.74,43.4,4.79,542.15,0,31.23,30.34999999999999,29.404285714285717
2023-08-23,26.219629793046543,81.26163410723193,41.72,95.0,10.49,705.05,0,27.74,33.563333333333325,31.705714285714286
2023-08-24,26.660064170093094,81.1513217556373,34.17,60.89,6.77,760.73,0,41.72,34.54333333333332,32.67
2023-08-25,26.57427568683212,81.12523300248343,20.87,60.21,4.11,767.38,0,34.17,32.25333333333332,30.737142857142857
